東京,,,,,,,,,,,,,,,,,,,,,
,施設名,実施場所名,施設住所,広さ,屋内・屋外,発注先,金額（平日）,金額（土日祝日）,通信催事可否,机貸出,椅子貸出,電源貸出,注意事項,AGでの手配実績,過去実施時代理店、店舗,AGでの過去実績（PIのみ 期間すべて）,過去トラブルなど,場所（Google Map）,その他備考,区画写真,
,BOOKOFF,BOOKOFF武蔵境連雀通り,武蔵野市境南町5-5-16,長机1台～,屋内（風除室含む）,グラスト,"55,000","55,000",要確認,,,,,,,,,,,,
,BOOKOFF,BOOKOFF青梅,青梅市新町4-19-5,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,BOOKOFF,BOOKOFF調布駅南口,調布市布田4-20-2,長机1台～,屋内（風除室含む）,グラスト,"55,000","55,000",要確認,,,,,,,,,,,,
,BOOKOFF,BOOKOFF花小金井,小平市花小金井6-26-13,長机1台～,屋内（風除室含む）,グラスト,"55,000","55,000",要確認,,,,,,,,,,,,
,BOOKOFF,BOOKOFF国立駅南口,国立市中1-10-7,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,BOOKOFF,BOOKOFF東大和仲原,東大和市仲原4-2-3,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,BOOKOFF,BOOKOFF田無駅北口,西東京市田無町4-26-10,長机1台～,屋内（風除室含む）,グラスト,"55,000","55,000",要確認,,,,,,,,,,,,
,BOOKOFF,BOOKOFF八王子駅北口,八王子市旭町12-4,2坪,屋内（風除室含む）,グラスト,"55,000","55,000",要確認,,,,,,,,,,,,
,BOOKOFF,BOOKOFF池袋サンシャイン60通り,豊島区東池袋1-22-10　ヒューマックスパビリオン2・3F,2坪,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,BOOKOFF,BOOKOFF江古田,練馬区栄町2-12,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,BOOKOFF,BOOKOFF福生,福生市武蔵野台2-31-3,長机1台～,屋内（風除室含む）,グラスト,"55,000","55,000",要確認,,,,,,,,,,,,
,BOOKOFF,BOOKOFF北烏山,世田谷区北烏山5-21-11,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,BOOKOFF,BOOKOFF東中野,中野区東中野3-9-21,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,BOOKOFF,BOOKOFF東久留米前沢,東久留米市中央町4-14-35,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,BOOKOFF,BOOKOFF高田馬場北,豊島区高田3-14-29,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,BOOKOFF,BOOKOFF杉並方南町駅前,杉並区堀ノ内1-4-2,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,BOOKOFF,BOOKOFF赤羽駅東口,北区赤羽2-49-6,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,BOOKOFF,BOOKOFF京王国領駅前,調布市国領町1-44-1,長机1台～,屋内（風除室含む）,グラスト,"55,000","55,000",要確認,,,,,,,,,,,,
,BOOKOFF,BOOKOFF江東門前仲町,江東区越中島1-2-7　アスミビル,長机1台～,屋内（風除室含む）,グラスト,"55,000","55,000",要確認,,,,,,,,,,,,
,BOOKOFF,BOOKOFF幡ヶ谷6号通,渋谷区幡ヶ谷2-9-19,長机1台～,屋内（風除室含む）,グラスト,"55,000","55,000",要確認,,,,,,,,,,,,
,BOOKOFF,BOOKOFF中葛西,江戸川区中葛西4-4-8,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,BOOKOFF,BOOKOFF十条駅前,北区上十条2-7-11,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,BOOKOFF,BOOKOFF八王子大和田,八王子市大和田町5-1-21,長机1台～,屋内（風除室含む）,グラスト,"55,000","55,000",要確認,,,,,,,,,,,,
,BOOKOFF,BOOKOFF千駄木,文京区千駄木3-43-3,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,BOOKOFF,BOOKOFF20号西八王子,八王子市千人町3-18-24,長机1台～,屋内（風除室含む）,グラスト,"55,000","55,000",要確認,,,,,,,,,,,,
,BOOKOFF,BOOKOFF江戸川東小岩,江戸川区東小岩4-1-7,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,BOOKOFF,BOOKOFF亀戸駅東口,江東区亀戸6-57-19,長机1台～,屋内（風除室含む）,グラスト,"55,000","55,000",要確認,,,,,,,,,,,,
,BOOKOFF,BOOKOFF中原街道長原,大田区上池台1-14-19,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,BOOKOFF,BOOKOFF中板橋駅北口,板橋区中板橋24-1,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,BOOKOFF,BOOKOFF瑞江駅北口,江戸川区瑞江2-5-3,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,BOOKOFF PLUS,BOOKOFFPLUS上野広小路,台東区上野4-4-4,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,BOOKOFF PLUS,BOOKOFFPLUS西五反田,品川区西五反田2-29-5,長机1台～,屋内（風除室含む）,グラスト,"55,000","55,000",要確認,,,,,,,,,,,,
,BOOKOFF PLUS,BOOKOFFPLUS大蔵多摩堤通り,世田谷区大蔵6-20-29,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,BOOKOFF PLUS,BOOKOFFPLUS荻窪駅北口,杉並区天沼3-3-3,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,BOOKOFF PLUS,BOOKOFFPLUS池袋要町,豊島区要町1-10-3,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,BOOKOFF PLUS,BOOKOFFPLUSMINANO分倍河原,府中市片町3-22-26 MINANO2F,長机1台～,屋内（風除室含む）,グラスト,"55,000","55,000",要確認,,,,,,,,,,,,
,BOOKOFF PLUS,BOOKOFFPLUSザ･ビッグ昭島,昭島市宮沢町500-1 イオン昭島ショッピングセンター2F,長机1台～,屋内（風除室含む）,グラスト,"55,000","55,000",要確認,,,,,,,,,,,,
,BOOKOFF PLUS,BOOKOFFPLUS町田旭町,町田市旭町1-16-12,長机1台～,屋内（風除室含む）,場所とる,"35,000","35,000",要確認,,,,,,,,,,,,
,BOOKOFF PLUS,BOOKOFFPLUS聖蹟桜ヶ丘オーパ,多摩市関戸4-72 聖蹟桜ヶ丘オーパ6F,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,BOOKOFF SUPER BAZAAR,BOOKOFFSUPERBAZAAR西友大森,品川区南大井6-27-25 西友大森3F,長机1台～,屋内（風除室含む）,グラスト,"55,000","55,000",要確認,,,,,,,,,,,,
,BOOKOFF SUPER BAZAAR,BOOKOFFSUPERBAZAAR立川駅北口,立川市曙町2-7-17,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,BOOKOFF SUPER BAZAAR,BOOKOFFSUPERBAZAAR町田中央通り(本館),町田市原町田4-4-8,5坪,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,BOOKOFF SUPER BAZAAR,BOOKOFFSUPERBAZAAR多摩永山,多摩市永山6-29,2坪,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,BOOKSルーエ,BOOKSルーエ,武蔵野市吉祥寺本町1-14-3,2.4㎡,屋内（風除室含む）,グラスト,"43,100","47,500",要確認,,,,備品貸出不可,,,,,,,,
,fab南大沢,fab南大沢,八王子市南大沢２丁目３,約20㎡,屋外,グラスト,"30,000","35,000",要確認,,,,電源有り・備品貸出可能,,,,,,,,
,Gショップ砂町銀座,Gショップ砂町銀座,江東区北砂3-33-20,約15坪,屋内（風除室含む）,グラスト,"30,000","30,000",要確認,,,,,,,,,,,,
,mina,ミーナ町田①　催事スペース,町田市原町田4-1-17,約10坪,屋内（風除室含む）,グラスト,"30,000","40,000",要確認,,,,,,,,,,,,
,mina,ミーナ町田②　207区画,町田市原町田4-1-17,約20坪,,グラスト,"30,000","40,000",要確認,,,,,,,,,,,,
,MOVIX,MOVIX昭島①　イベントスペース,昭島市田中町573-1-1 モリタウン内,2㎡程度,屋内（風除室含む）,グラスト,"50,000","50,000",要確認,,,,通信催事可能,,,,,,,,
,MOVIX,MOVIX昭島②　イベントスペース,昭島市田中町573-1-1 モリタウン内,6㎡程度,屋内（風除室含む）,グラスト,"80,000","80,000",要確認,,,,通信催事可能,,,,,,,,
,PARCO,池袋PARCO①　本館B1コンコース,豊島区南池袋1-28-2,約8㎡,屋内（風除室含む）,グラスト,"240,000","360,000",要確認,,,,,,,,,,,,
,PARCO,池袋PARCO②　P’館店頭イベントスペース,豊島区南池袋1-28-2,約12㎡,屋内（風除室含む）,グラスト,"180,000","300,000",要確認,,,,,,,,,,,,
,PARCO,吉祥寺PARCO①　ダイヤ街口,武蔵野市吉祥寺本町1-5-1,4.56㎡,屋内（風除室含む）,グラスト,"130,000","130,000",要確認,,,,,,,,,,,,
,PARCO,吉祥寺PARCO②　公園通り側イベントスペース,武蔵野市吉祥寺本町1-5-1,約10.4㎡,屋内（風除室含む）,グラスト,"120,000","120,000",要確認,,,,,,,,,,,,
,PARCO,錦糸町PARCO①　楽天地ビルイベントスペースA(屋外),墨田区江東橋4丁目27番14号,約8.4㎡,屋外,グラスト,"120,000","180,000",要確認,,,,,,,,,,,,
,PARCO,錦糸町PARCO②　楽天地ビルイベントスペースB(屋外),墨田区江東橋4丁目27番14号,約17.7㎡,屋外,グラスト,"120,000","180,000",要確認,,,,,,,,,,,,
,PARCO,錦糸町PARCO③　楽天地ビルイベントスペースC(屋外),墨田区江東橋4丁目27番14号,約5㎡,屋外,グラスト,"60,000","84,000",要確認,,,,,,,,,,,,
,PARCO,錦糸町PARCO④　2階エスカ横,墨田区江東橋4丁目27番14号,約8.4㎡,屋内（風除室含む）,グラスト,"60,000","120,000",要確認,,,,,,,,,,,,
,PARCO,錦糸町PARCO⑤　6階柱前,墨田区江東橋4丁目27番14号,約8.6㎡,屋内（風除室含む）,グラスト,"60,000","120,000",要確認,,,,,,,,,,,,
,TIP.X TOKYO,TIP.X TOKYO池袋,豊島区西池袋1-3-1　東武百貨店パーキング２、２F～,長机1～2台分程,屋内（風除室含む）,グラスト,"30,000","30,000",要確認,,,,,,,,,,,,
,TIP.X TOKYO,TIP.X TOKYO渋谷,渋谷区宇田川町16-4,長机1～2台分程,屋内（風除室含む）,グラスト,"40,000","40,000",要確認,,,,,,,,,,,,
,TOHOシネマズ,TOHOシネマズ日本橋,中央区日本橋室町2-3-1　コレド室町2　3F,約1m×2m,屋内（風除室含む）,グラスト,"353,750","353,750",要確認,,,,契約行為不可,,,,,,,,
,TOHOシネマズ,TOHOシネマズ六本木ヒルズ,港区六本木6-10-2　六本木ヒルズけやき坂コンプレックス内,約1m×2m,屋内（風除室含む）,グラスト,"560,000","560,000",要確認,,,,契約行為不可,,,,,,,,
,TOHOシネマズ,TOHOシネマズ上野,台東区上野三丁目24番6号 上野フロンティアタワー7階,約1m×2m,屋内（風除室含む）,グラスト,"343,750","343,750",要確認,,,,契約行為不可,,,,,,,,
,TOHOシネマズ,TOHOシネマズ錦糸町（オリナス・楽天地）,墨田区江東橋4-27-14 楽天地ビル,約1m×2m,屋内（風除室含む）,グラスト,"275,000","275,000",要確認,,,,契約行為不可,,,,,,,,
,TOHOシネマズ,TOHOシネマズ西新井,足立区西新井栄町一丁目20番1号 アリオ西新井4F,約1m×2m,屋内（風除室含む）,グラスト,"206,250","206,250",要確認,,,,契約行為不可,,,,,,,,
,TOHOシネマズ,TOHOシネマズ南大沢,八王子市南大沢2-3 fab南大沢4F,約1m×2m,屋内（風除室含む）,グラスト,"147,500","147,500",要確認,,,,契約行為不可,,,,,,,,
,TOHOシネマズ,TOHOシネマズ府中,府中市宮町1-50 くるる 5F,約1m×2m,屋内（風除室含む）,グラスト,"216,250","216,250",要確認,,,,契約行為不可,,,,,,,,
,TSUTAYA,TSUTAYA府中駅前,府中市府中町１丁目１番４号,3m×2m～,屋内（風除室含む）,場所とる,"40,000","40,000",要確認,,,,備品貸出不可,,,,,,,,
,TSUTAYA,蔦屋書店練馬春日町①　店内スペース,練馬区春日町２丁目１４番６号,長机1～2台程,屋内（風除室含む）,グラスト,"35,000","35,000",要確認,,,,備品貸出不可,,,,,,,,
,TSUTAYA,蔦屋書店練馬春日町②　風除室,練馬区春日町２丁目１４番６号,長机1～2台程,屋内（風除室含む）,グラスト,"30,000","30,000",要確認,,,,備品貸出不可,,,,,,,,
,TSUTAYA,蔦屋書店練馬春日町③　軒下,練馬区春日町２丁目１４番６号,長机1～2台程,屋外,グラスト,"27,500","27,500",要確認,,,,備品貸出不可,,,,,,,,
,TSUTAYA,蔦屋書店稲城若葉台①　店内スペース,稲城市若葉台4-1,長机1～2台程,屋内（風除室含む）,グラスト,"35,000","35,000",要確認,,,,備品貸出不可,,,,,,,,
,TSUTAYA,蔦屋書店稲城若葉台②　風除室,稲城市若葉台4-1,長机1～2台程,屋内（風除室含む）,グラスト,"30,000","30,000",要確認,,,,備品貸出不可,,,,,,,,
,TSUTAYA,蔦屋書店稲城若葉台③　軒下,稲城市若葉台4-1,長机1～2台程,屋外,グラスト,"27,500","27,500",要確認,,,,備品貸出不可,,,,,,,,
,TSUTAYA,蔦屋書店多摩永山①　店内スペース,多摩市貝取1-25-1,長机1～2台程,屋内（風除室含む）,グラスト,"40,000","40,000",要確認,,,,備品貸出不可,,,,,,,,
,TSUTAYA,蔦屋書店多摩永山②　風除室,多摩市貝取1-25-1,長机1～2台程,屋内（風除室含む）,グラスト,"34,000","34,000",要確認,,,,備品貸出不可,,,,,,,,
,TSUTAYA,蔦屋書店多摩永山③　軒下,多摩市貝取1-25-1,長机1～2台程,屋外,グラスト,"31,000","31,000",要確認,,,,備品貸出不可,,,,,,,,
,TSUTAYA,蔦屋書店南大沢①　店内スペース,八王子市南大沢2-25 フォレストモール南大沢１階,長机1～2台程,屋内（風除室含む）,グラスト,"50,000","50,000",要確認,,,,備品貸出不可,,,,,,,,
,TSUTAYA,蔦屋書店南大沢②　軒下,八王子市南大沢2-25 フォレストモール南大沢１階,長机1～2台程,屋外,グラスト,"31,000","31,000",要確認,,,,備品貸出不可,,,,,,,,
,TSUTAYA,蔦屋書店八王子楢原①　店内スペース,八王子市楢原町819-1,長机1～2台程,屋内（風除室含む）,場所とる,"40,000","40,000",要確認,,,,備品貸出不可,,,,,,,,
,TSUTAYA,蔦屋書店八王子楢原②　風除室,八王子市楢原町819-1,長机1～2台程,屋内（風除室含む）,グラスト,"34,000","34,000",要確認,,,,備品貸出不可,,,,,,,,
,TSUTAYA,蔦屋書店八王子楢原③　軒下,八王子市楢原町819-1,長机1～2台程,屋外,グラスト,"31,000","31,000",要確認,,,,備品貸出不可,,,,,,,,
,TSUTAYA,蔦屋書店八王子みなみ野①　店内スペース,八王子市みなみ野1-7-7,長机1～2台程,屋内（風除室含む）,場所とる,"40,000","40,000",要確認,,,,備品貸出不可,,,,,,,,
,TSUTAYA,蔦屋書店八王子みなみ野②　風除室,八王子市みなみ野1-7-7,長机1～2台程,屋内（風除室含む）,グラスト,"34,000","34,000",要確認,,,,備品貸出不可,,,,,,,,
,TSUTAYA,蔦屋書店八王子みなみ野③　軒下,八王子市みなみ野1-7-7,長机1～2台程,屋外,グラスト,"31,000","31,000",要確認,,,,備品貸出不可,,,,,,,,
,TSUTAYA,TSUTAYA亀有①　店内スペース,葛飾区亀有5-35-9,長机1～2台程,屋内（風除室含む）,グラスト,"35,000","35,000",要確認,,,,備品貸出不可,,,,,,,,
,TSUTAYA,TSUTAYA亀有②　軒下,葛飾区亀有5-35-9,長机1～2台程,屋外,グラスト,"27,500","27,500",要確認,,,,備品貸出不可,,,,,,,,
,TSUTAYA,TSUTAYA船堀①　店内スペース,江戸川区船堀4-2-2,長机1～2台程,屋内（風除室含む）,グラスト,"40,000","40,000",要確認,,,,備品貸出不可,,,,,,,,
,TSUTAYA,TSUTAYA船堀②　軒下,江戸川区船堀4-2-2,長机1～2台程,屋外,グラスト,"31,000","31,000",要確認,,,,備品貸出不可,,,,,,,,
,TSUTAYA,TSUTAYABOOKSTORE亀戸,江東区亀戸６丁目３１番６,長机1~2台程,屋内（風除室含む）,グラスト,"55,000","55,000",要確認,,,,,,,,,,,,
,TSUTAYA,TSUTAYABOOKSTORE下北沢,世田谷区北沢二丁目１１番１５号,長机1~2台程,屋内（風除室含む）,グラスト,"50,000","50,000",要確認,,,,,,,,,,,,
,TSUTAYA,TSUTAYA田町駅前,港区芝5丁目31番10号,長机1~2台程,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,TSUTAYA,TSUTAYA浅草ＲＯＸ,台東区浅草1-24-1,長机1~2台程,屋内（風除室含む）,グラスト,"35,000","35,000",要確認,,,,,,,,,,,,
,TSUTAYA,TSUTAYA西五反田,品川区西五反田2-27-4,長机1~2台程,屋内（風除室含む）,グラスト,"55,000","55,000",要確認,,,,,,,,,,,,
,TSUTAYA,TSUTAYA自由が丘,目黒区自由が丘2-10-8,長机1~2台程,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,TSUTAYA,TSUTAYA南砂,江東区南砂3-3-6,長机1~2台程,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,TSUTAYA,TSUTAYA大崎駅前,品川区大崎2-10-1,長机1~2台程,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,TSUTAYA,TSUTAYAＢＯＯＫＳＴＯＲＥＡＰＩＴ東雲,江東区東雲2-7-20,長机1~2台程,屋内（風除室含む）,グラスト,"88,000","88,000",要確認,,,,,,,,,,,,
,TSUTAYA,TSUTAYA馬事公苑,世田谷区上用賀2-4-18,長机1~2台程,屋内（風除室含む）,グラスト,"50,000","50,000",要確認,,,,,,,,,,,,
,TSUTAYA,TSUTAYA三軒茶屋,世田谷区太子堂4-1-1,長机1~2台程,屋内（風除室含む）,グラスト,"50,000","50,000",要確認,,,,,,,,,,,,
,TSUTAYA,TSUTAYA大森町駅前,大田区大森西3-20-13,長机1~2台程,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,TSUTAYA,TSUTAYA桜新町,世田谷区新町2丁目38番16号,長机1~2台程,屋内（風除室含む）,グラスト,"35,000","35,000",要確認,,,,,,,,,,,,
,TSUTAYA,TSUTAYA大森駅東口,大田区大森北1-18-8,長机1~2台程,屋内（風除室含む）,グラスト,"35,000","35,000",要確認,,,,,,,,,,,,
,TSUTAYA,TSUTAYAＪＲ中野駅前,中野区中野2丁目26番地10号,長机1~2台程,屋内（風除室含む）,グラスト,"35,000","35,000",要確認,,,,,,,,,,,,
,TSUTAYA,TSUTAYA三鷹新川,三鷹市新川3-3-36,長机1~2台程,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,TSUTAYA,TSUTAYA吉祥寺,武蔵野市吉祥寺本町1-20-3,長机1~2台程,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,TSUTAYA,TSUTAYA武蔵小金井,小金井市貫井北町2-11-3,長机1~2台程,屋内（風除室含む）,グラスト,"35,000","35,000",要確認,,,,,,,,,,,,
,TSUTAYA,TSUTAYA調布駅南口,調布市小島町2-51-3,長机1~2台程,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,TSUTAYA,TSUTAYA町田木曽,町田市木曽西1丁目17-13,長机1~2台程,屋内（風除室含む）,グラスト,"50,000","50,000",要確認,,,,,,,,,,,,
,TSUTAYA,TSUTAYA西友町田,町田市森野1-14-17,長机1~2台程,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,TSUTAYA,TSUTAYA羽村,羽村市栄町2-3-3,長机1~2台程,屋内（風除室含む）,グラスト,"55,000","55,000",要確認,,,,,,,,,,,,
,TSUTAYA,TSUTAYA福生,福生市本町36,長机1~2台程,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,WACCA池袋,WACCA池袋①　正面入り口,豊島区東池袋 1-8-1,9㎡,屋内（風除室含む）,グラスト,"58,000","58,000",要確認,,,,別途立会人件費1.5万/1ライン,,,,,,,,
,WACCA池袋,WACCA池袋②　イベント広場,豊島区東池袋 1-8-1,22㎡,屋内（風除室含む）,グラスト,"115,200","115,200",要確認,,,,別途立会人件費1.5万/1ライン,,,,,,,,
,WonderGOO,エンタバアキバ by SHINSEIDO,千代田区外神田1丁目2-7,長机1～2台分程,屋内（風除室含む）,グラスト,"50,000","50,000",要確認,,,,,,,,,,,,
,赤羽METS,赤羽METS,北区赤羽1丁目7-9 赤羽第一葉山ビル,長机1~2台分程,屋内（風除室含む）,グラスト,"72,000","72,000",要確認,,,,,,,,,,,,
,アクアシティお台場,アクアシティお台場①　3階アクアアリーナ,港区台場1-7-1,約450㎡,屋内（風除室含む）,グラスト,"370,000","610,000",要確認,,,,,,,,,,,,
